date,source_Close,previous_source_Close,source_Adj_Close,factor_ratio,implied_cash_diagnostic_only_NOT_APPROVED,event_in_wiki_cash_column,within_member_tail,within_normal_exit_tail,cash_approved
2013-05-13,70.25,70.52999877929688,64.67362976074219,1.0019889570040839,0.14000267576755265,0.14,False,False,False
2013-08-13,79.6500015258789,79.62999725341797,73.45663452148438,1.0017609830741911,0.13998057393973595,0.14,False,False,False
2013-11-13,103.13999938964844,101.26000213623048,95.25180053710938,1.0013842716113006,0.1399775793281378,0.14,False,False,False
2014-02-12,108.45999908447266,106.75,100.29645538330078,1.001313204138012,0.1400006922443969,0.14,False,False,False
2014-05-13,127.94000244140624,127.66000366210938,118.45870208740234,1.0012547314905278,0.15997829686886153,0.16,False,False,False
2014-08-13,136.1300048828125,137.17999267578125,126.1889877319336,1.0011678828006227,0.16002326561598762,0.16,False,False,False
2014-11-12,114.5500030517578,115.9000015258789,106.33165740966795,1.001382627819878,0.16002531098674194,0.16,False,False,False
2015-02-11,106.75,106.72000122070312,99.24005126953124,1.0015017685692638,0.16002841789685956,0.16,False,False,False
2015-05-13,116.93000030517578,117.91999816894533,108.85157012939452,1.0013587277326053,0.16000377018103895,0.16,False,False,False
2015-08-12,118.8000030517578,114.56999969482422,110.74701690673828,1.0013981948167008,0.1599675139738305,0.16,False,False,False
2015-11-10,117.62000274658205,117.3499984741211,109.79670715332033,1.0013650438173507,0.159969524472865,0.16,False,False,False
2016-02-10,83.37000274658203,81.94999694824219,77.97705841064453,1.0019565068187253,0.16002264243268408,0.16,False,False,False
2016-05-11,114.4499969482422,113.19000244140624,107.12228393554688,1.0007073048813735,0.08000325455701231,0.08,False,False,False
2016-08-11,129.8000030517578,126.63999938964844,121.5662841796875,1.0006320434849052,0.07999142848140854,0.08,False,False,False
2016-11-10,125.30999755859376,125.6999969482422,117.4358367919922,1.000636907014168,0.08000825192040145,0.08,False,False,False
2017-02-13,132.72999572753906,131.67999267578125,124.4652099609375,1.0006079530118688,0.08000660789186693,0.08,False,False,False
2017-05-11,118.27999877929688,120.06999969482422,110.98892974853516,1.0006667302114847,0.0800009572343532,0.08,False,False,False
2017-08-11,97.5199966430664,97.77999877929688,91.58355712890624,1.0008189183366423,0.08000831368207229,0.08,False,False,False
2017-11-14,117.5199966430664,121.87000274658205,110.4385757446289,1.0006569097469284,0.08000503657410336,0.0,False,False,False
2018-02-14,102.19000244140624,99.77999877929688,96.10935974121094,1.0008024331904501,0.08000258603323339,0.0,False,False,False
2018-05-14,96.91999816894533,98.54000091552734,91.30118560791016,1.0016262075989635,0.15998632730949813,,True,True,False
2018-08-14,86.01000213623047,86.52999877929688,81.17378234863281,1.0018525239619451,0.16000248772325537,,True,True,False
2018-11-14,86.56999969482422,84.55999755859375,81.87657928466797,1.0021330572971434,0.17998739640948266,,True,True,False
2019-02-14,74.87000274658203,74.30999755859375,70.98284149169922,1.0024281505708286,0.1799987988041024,,True,True,False
2019-05-14,67.5,66.08999633789062,64.18973541259766,1.0030355497989158,0.2000123277126663,,True,True,False
2019-08-14,38.34000015258789,42.38999938964844,36.63260269165039,1.0047402720058258,0.19999211043125942,,True,True,False
2019-11-14,45.16999816894531,45.77000045776367,43.347862243652344,1.0043889636106338,0.2000050515745156,,True,True,False
2020-02-13,40.060001373291016,40.88999938964844,38.63295364379883,1.0049151241888188,0.19999641784979472,,True,True,False
2020-05-14,23.450000762939453,23.15999984741211,22.831525802612305,1.009590042951629,0.21999562579584897,,False,False,False
2020-08-13,28.729999542236328,29.209999084472656,28.184545516967773,1.007588731762777,0.21999734698820708,,False,False,False
2020-11-12,30.649999618530273,32.29999923706055,30.27429580688477,1.0068578267096098,0.2199990819082887,,False,False,False
2021-02-12,51.849998474121094,50.11000061035156,51.44026947021485,1.0044096612752524,0.2199980124780857,,False,False,False
2021-05-13,67.91000366210938,70.83000183105469,67.63117218017578,1.0038264668019061,0.2699955216850857,,False,False,False
2021-08-12,65.2699966430664,65.76000213623047,65.2699966430664,1.004122832207486,0.27000427246094066,,False,False,False
